,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Eduardo Mingas,33,4,7,1,2,5,6,1,5,1,0,1,3,2,14,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
1,Armando Costa,33,2,5,1,3,1,2,0,6,6,0,0,1,4,6,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
2,Olimpio Cipriano,28,6,12,4,5,0,0,0,1,3,2,0,1,2,16,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
3,Vander Joaquim,17,2,5,0,1,2,4,0,7,1,0,1,3,1,6,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
4,Roberto Fortes,17,0,2,0,1,0,0,0,1,1,0,0,1,2,0,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
6,Yanick Moreira,23,7,11,0,0,2,2,6,10,0,0,0,2,1,16,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
7,Milton Barros,21,2,4,0,2,6,6,1,2,2,1,0,2,3,10,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
8,Reggie Moore,17,3,5,2,2,2,2,0,6,0,1,0,2,1,10,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
9,Edson Ndoniema,7,1,5,0,0,0,0,1,1,0,0,0,1,3,2,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
10,Islando Manuel,5,0,3,0,1,0,2,0,0,0,0,0,0,0,0,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
11,Totals,,27,59,8,17,18,24,9,39,14,4,2,16,19,80,angola,2014-08-30,korea,201408304,Group Play,20144,fiba-world-cup
0,Sungmin Cho,30,4,13,2,9,0,0,0,4,2,1,0,0,2,10,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
1,Dong-geun Yang,22,4,13,3,8,0,0,1,2,2,0,0,2,3,11,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
2,Jongkyu Kim,21,3,8,0,1,2,2,1,1,2,0,3,1,1,8,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
3,Sekeun Oh,17,2,5,0,0,0,0,1,3,0,0,0,1,4,4,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
4,Heejong Yang,9,1,2,1,1,0,0,4,5,0,0,0,0,2,3,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
6,Sunhyung Kim,25,7,13,1,4,0,1,0,4,5,1,0,1,0,15,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
7,Jarod Stevenson,21,3,7,2,5,0,0,2,4,4,1,0,1,4,8,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
8,Joo Sung Kim,19,2,6,0,1,2,2,1,4,2,1,1,0,3,6,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
9,Jonghyun Lee,19,1,1,0,0,2,6,1,3,0,0,2,0,0,4,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
10,Taesul Kim,8,0,2,0,0,0,0,0,0,0,0,0,1,2,0,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
11,Chan Hee Park,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
12,Ilyoung Heo,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
13,Totals,,27,73,9,32,6,11,11,30,17,4,6,9,22,69,korea,2014-08-30,angola,201408304,Group Play,20144,fiba-world-cup
